species,common_name,mass,freq,folk_generic,folk_specific,clements_group,prototype,group_size_folk_generics,group_size_folk_specific,group_size_clements,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,Beak_PC1,Beak_PC2,Beak_PC3,Beak_PC4,Realm,TrophicLevel,TrophicNiche,ForagingNiche
Tapera naevia,Striped Cuckoo,48.42,13,NA,NA,NA,NA,NA,NA,NA,0.17641421699999998,0.14491953400000002,-0.4683157,-0.360678771,0.140099858,-0.324386477,-0.113823711,-0.064878688,-0.048727911,-0.022739815,-0.09710765699999999,-0.13604175,0.016917665,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Oriturus superciliosus,Striped Sparrow,41.4,3,NA,NA,NA,NA,NA,NA,NA,-0.261934457,0.057636862000000004,-0.182262366,0.379878735,0.16366520699999998,-0.139444864,-0.09890856199999999,-0.011511855,-0.00475402,-0.051926629,-0.39646451299999996,-0.119110226,0.013967459,Nearctic,Omnivore,Omnivore,
Buteo platypterus,Broad-winged Hawk,453.65,604,NA,NA,NA,NA,NA,NA,NA,2.9921255839999996,0.478189252,-0.33926933,0.03900704,0.021216477,0.121600893,-0.043900409,-0.10219096400000001,-0.030815297999999998,1.116063489,-0.450375965,-0.037175044,-0.033780474,Nearctic,Carnivore,Vertivore,Vertivore perch
Bolborhynchus lineola,Barred Parakeet,56.2,61,NA,NA,NA,NA,NA,NA,NA,-0.143005205,-0.21666608399999998,-0.34703112799999997,0.909334777,-0.7340780790000001,-0.086411389,-0.166252229,-0.16385897900000002,-0.182625533,0.21908699999999998,-0.8053296659999999,-0.079960945,0.27767866399999996,Neotropic,Herbivore,Omnivore,
Cotinga amabilis,Lovely Cotinga,71.49,8,NA,NA,NA,NA,NA,NA,NA,0.103177868,0.478355384,-0.01528285,0.15326857900000002,-0.247910519,-0.013447913999999998,0.055646046,0.10249160800000001,-0.030731137999999998,-0.354388896,-0.24633855,0.06287501,-0.021763722000000003,Neotropic,Herbivore,Frugivore,Fugivore aerial
Psarocolius wagleri,Chestnut-headed Oropendola,155.5,113,NA,NA,NA,NA,NA,NA,NA,2.155448441,-0.85661122,-0.14616947800000002,-0.112684144,0.157657252,0.048390924,-0.01414642,-0.019337202,0.164173913,1.786217235,0.19278543199999998,-0.021253664,-0.079772654,Neotropic,Carnivore,Omnivore,
Asio clamator,Striped Owl,0.0,18,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Vireo pallens,Mangrove Vireo,11.0,74,NA,NA,NA,NA,NA,NA,NA,-1.875854755,-0.015311456000000001,-0.091010204,0.145668326,0.35773019100000003,0.003391083,0.024317609,-0.052492577,0.042353414000000006,-0.7972070179999999,-0.13016238900000002,-0.0006674010000000001,-0.01094423,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Turdus sp.,Turdus sp.,0.0,76,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Micrastur ruficollis,Barred Forest-Falcon,177.64,129,NA,NA,NA,NA,NA,NA,NA,1.8314585859999999,0.6223160520000001,-0.563518489,0.016669773,0.378885928,-0.18691170399999998,-0.081280176,-0.17325634899999998,-0.037121004,0.514957905,-0.6072214220000001,-0.119861889,-0.056830992000000004,Neotropic,Carnivore,Vertivore,Generalist
Coccyzus americanus,Yellow-billed Cuckoo,64.0,57,NA,NA,NA,NA,NA,NA,NA,0.7560817940000001,-0.383981795,-0.322687071,-0.445241155,-0.040589234,-0.149453055,-0.04708466,-0.162033071,0.042382706,0.645339212,0.186655768,-0.038687677000000004,-0.013414546000000001,Nearctic,Carnivore,Invertivore,Invertivore glean arboreal
Ictinia mississippiensis,Mississippi Kite,276.03,59,NA,NA,NA,NA,NA,NA,NA,2.321287288,0.457148125,-0.525961358,0.061074817999999996,-0.27191648399999996,0.182619106,0.049493336,-0.24865589100000002,-0.067033682,0.800705013,-0.581813638,0.098443316,0.031058331,Nearctic,Carnivore,Invertivore,Generalist
Tinamidae sp.,tinamou sp.,0.0,1,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Myadestes unicolor,Slate-colored Solitaire,37.9,576,NA,NA,NA,NA,NA,NA,NA,-0.5606103060000001,0.497935264,-0.28492416600000003,-0.06025602099999999,-0.153970326,-0.134365454,0.134263391,0.027870547000000002,0.028893241,-0.6735729570000001,-0.271918956,0.12813850300000001,-0.084850212,Neotropic,Herbivore,Frugivore,Fugivore glean
Leptotila plumbeiceps,Gray-headed Dove,170.0,101,NA,NA,NA,NA,NA,NA,NA,0.748440373,1.332553028,0.43229937799999996,-0.298771081,-0.28075174,-0.158860957,-0.18503155100000002,0.139935724,0.244774522,-0.871084113,0.086551338,-0.233029293,-0.444817316,Neotropic,Herbivore,Granivore,Granivore ground
Atlapetes albinucha,White-naped Brushfinch,33.84,199,NA,NA,NA,NA,NA,NA,NA,-0.305297918,-0.016303013999999998,-0.414845461,0.289553716,0.336655077,-0.19841627399999998,-0.040316646,-0.051748941,-0.027709668,0.026077231,-0.46229317600000003,-0.070231358,0.042353524000000004,Neotropic,Omnivore,Omnivore,
Contopus sp.,pewee sp. (Contopus sp.),0.0,100,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Chlorophanes spiza,Green Honeycreeper,19.0,33,NA,NA,NA,NA,NA,NA,NA,-1.3502533490000002,-0.14092367,0.13743994699999998,0.12808442,0.01627073,-0.00155698,0.007017869,0.008672675999999999,-0.049455409000000006,-0.535437017,0.066024334,0.01178597,0.07930541599999999,Neotropic,Herbivore,Frugivore,Fugivore glean
Saltator sp.,saltator sp.,0.0,6,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Ornithion semiflavum,Yellow-bellied Tyrannulet,6.6,94,NA,NA,NA,NA,NA,NA,NA,-2.9631863999999997,0.197188537,0.134536102,0.542566289,0.094895644,0.16670506,-0.030075475,-0.003428669,-0.041628171,-1.500026439,-0.30054352100000004,-0.022251523999999998,0.090927447,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Phalaropus lobatus,Red-necked Phalarope,36.68,143,NA,NA,NA,NA,NA,NA,NA,-0.7408975940000001,-0.091743442,0.924216026,-0.648024831,-0.25524599800000003,0.17711843100000002,-0.043125447000000004,-0.016376887,-0.175823642,-0.590542025,1.085926635,-0.004754139,0.13812718,Nearctic,Carnivore,Aquatic predator,Aquatic ground
Antrostomus ridgwayi,Buff-collared Nightjar,0.0,497,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Granatellus sallaei,Gray-throated Chat,9.9,6,NA,NA,NA,NA,NA,NA,NA,-1.887403894,-0.126960918,-0.25972646899999996,0.054959872,0.32784854399999996,-0.030391356,-0.043255967,-0.041069928,0.019756759,-0.713200312,-0.138989012,-0.060946269000000004,0.038652004,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Calidris bairdii,Baird's Sandpiper,40.97,62,NA,NA,NA,NA,NA,NA,NA,-0.47911940799999997,-0.130990807,0.817819153,-0.484576909,-0.139876003,0.205234167,-0.31824472800000003,-0.146608174,-0.136344102,-0.35795567799999994,0.8913168990000001,-0.279575986,0.135915504,Nearctic,Carnivore,Aquatic predator,Aquatic ground
Abeillia abeillei,Emerald-chinned Hummingbird,2.7,88,NA,NA,NA,NA,NA,NA,NA,-4.1471894030000005,-0.486051901,0.717943952,-0.50053266,-0.44379849299999996,-0.08709321199999999,-0.46990869399999996,-0.32117554800000003,-0.075071218,-1.860982565,0.9876273999999999,-0.409248845,0.165533946,Neotropic,Herbivore,Nectarivore,Nectarivore aerial
Limnodromus griseus,Short-billed Dowitcher,110.53,214,NA,NA,NA,NA,NA,NA,NA,1.209310095,-0.9941136829999999,1.160605871,-0.441178515,0.141940608,0.180516275,-0.20471747399999998,-0.11955168599999999,-0.09083442300000001,1.173854778,1.306363162,-0.190642822,0.12397898800000001,Nearctic,Carnivore,Aquatic predator,Aquatic ground
Calidris virgata,Surfbird,0.0,33,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Cathartes burrovianus,Lesser Yellow-headed Vulture,935.0,9,NA,NA,NA,NA,NA,NA,NA,4.132148298,0.35960767200000004,-0.44236283200000004,-0.485859845,-0.320911242,0.37000669700000005,0.065276188,0.22447597600000002,0.17815230399999998,1.6339480259999999,-0.10024224699999999,0.088573253,-0.208045113,Neotropic,Scavenger,Scavenger,Scavenger ground
Sterna hirundo/paradisaea,Common/Arctic Tern,0.0,11,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Chlorophonia occipitalis,Blue-crowned Chlorophonia,25.8,178,NA,NA,NA,NA,NA,NA,NA,-1.174105725,0.387471436,-0.094011148,0.563332767,-0.08990445300000001,0.081231848,-0.027901406,-0.014138303999999999,0.11749741300000001,-0.763258462,-0.554124587,-0.027614964,-0.104874334,Neotropic,Herbivore,Frugivore,Fugivore glean
Cyanolyca cucullata,Azure-hooded Jay,101.33,196,NA,NA,NA,NA,NA,NA,NA,1.291013224,-0.159383933,-0.370233473,-0.093069007,0.24655574,-0.17353947399999997,-0.0069907630000000005,0.063117809,0.028098985,0.8230069059999999,-0.13946261,-0.03835109,-0.028601428999999998,Neotropic,Omnivore,Omnivore,
Phaethon aethereus/rubricauda,Red-billed/Red-tailed Tropicbird,0.0,1,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Poecilotriccus sylvia,Slate-headed Tody-Flycatcher,7.1,50,NA,NA,NA,NA,NA,NA,NA,-2.430114481,-0.284825868,0.12048900000000001,0.318419808,0.43730066100000003,0.10578123199999999,0.384477742,-0.066749027,0.024970925,-0.8285914209999999,-0.026153025,0.36099040299999996,0.011925757,Neotropic,Carnivore,Invertivore,Invertivore sally surface
Grallaria guatimalensis,Scaled Antpitta,94.2,17,NA,NA,NA,NA,NA,NA,NA,0.671105724,-0.020001022,0.696153453,0.49056006399999996,0.411934488,0.255381068,-0.11520158900000001,0.014557338999999999,0.109868028,0.41195607,0.088566912,-0.151899233,-0.12146077,Neotropic,Carnivore,Invertivore,Invertivore ground
Aves sp.,bird sp.,0.0,65,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Spizella sp.,Spizella sp.,0.0,7,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Anatidae sp. (teal sp.),teal sp.,0.0,14,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Spatula cyanoptera,Cinnamon Teal,0.0,175,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Amazona farinosa,Mealy Parrot,625.99,208,NA,NA,NA,NA,NA,NA,NA,3.6140953139999996,-0.7129879,-0.467976789,0.6870681270000001,-0.464790459,0.017183299,-0.177048382,0.167692616,0.013031200000000001,2.461325679,-0.614379915,-0.131264209,0.10798602199999999,Neotropic,Herbivore,Omnivore,
Anas acuta,Northern Pintail,944.62,235,NA,NA,NA,NA,NA,NA,NA,3.511576722,-0.080938436,0.287861759,0.24574051800000002,-0.6001237979999999,-0.22242798,0.08932696300000001,-0.21399357800000002,-0.158697577,1.685553506,-0.045626595,0.13169645,0.064357405,Palearctic,Herbivore,Herbivore aquatic,Herbivore aquatic surface
Dromococcyx phasianellus,Pheasant Cuckoo,84.5,119,NA,NA,NA,NA,NA,NA,NA,0.9715317490000001,0.24842005600000003,-0.441256804,-0.9067421059999999,-0.017509711,-0.196812171,0.09606661,0.023536976,-0.055074038,0.13962295,0.270312365,0.0879312,-0.017166373000000002,Neotropic,Carnivore,Invertivore,Invertivore ground
Harpagus bidentatus,Double-toothed Kite,215.25,34,NA,NA,NA,NA,NA,NA,NA,2.178529779,0.342023736,-0.69367038,0.098817448,0.041643638,0.03861424,0.068505814,-0.06834642099999999,-0.038936694,0.8942028809999999,-0.6576600429999999,0.07540398200000001,0.011846928999999999,Neotropic,Carnivore,Invertivore,Invertivore sally surface
Polioptila sp.,gnatcatcher sp.,0.0,31,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Stilpnia larvata,Golden-hooded Tanager,0.0,85,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Parulidae sp.,warbler sp. (Parulidae sp.),0.0,88,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Leptodon cayanensis,Gray-headed Kite,474.0,28,NA,NA,NA,NA,NA,NA,NA,3.230676332,0.238562346,-0.617726865,-0.246809143,-0.225969809,0.12545667800000002,-0.058340367000000004,0.203355692,-0.024896217999999998,1.360041772,-0.323995922,-0.035706027,0.017433973000000002,Neotropic,Carnivore,Omnivore,
Pluvialis dominica,American Golden-Plover,151.47,65,NA,NA,NA,NA,NA,NA,NA,0.964716777,0.5368963379999999,0.7819511240000001,-0.233968818,-0.07517748,0.12250983,-0.15864667300000002,-0.318543934,-0.124406832,-0.133413842,0.45007706299999994,-0.141929486,-0.003908534,Nearctic,Carnivore,Invertivore,Invertivore ground
Tyrannus sp. (yellow-bellied),yellow-bellied kingbird sp.,0.0,133,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Ictinia plumbea,Plumbeous Kite,249.9,18,NA,NA,NA,NA,NA,NA,NA,2.249388142,0.37509244700000005,-0.547100054,0.097253819,-0.278124082,0.33992334799999996,-0.006431384,-0.038390634,-0.027297559,0.8357086640000001,-0.572382057,0.045074147,0.038614191,Neotropic,Carnivore,Invertivore,Generalist
Seiurus aurocapilla,Ovenbird,18.8,278,NA,NA,NA,NA,NA,NA,NA,-1.385498341,0.19617028399999997,0.074178279,0.011767983000000001,0.171000595,0.019448277,-0.032290917,-0.042729975999999996,-0.080692788,-0.8221532009999999,0.002383793,-0.037924491,0.071599594,Nearctic,Carnivore,Invertivore,Invertivore ground
Geotrygon montana,Ruddy Quail-Dove,133.86,86,NA,NA,NA,NA,NA,NA,NA,0.604601163,0.9540100779999999,0.4180277,-0.207021585,-0.285067301,0.018785659,-0.116718283,0.16984202699999998,0.022484922,-0.635254131,0.137613245,-0.126497162,-0.15899893,Neotropic,Herbivore,Omnivore,
Plegadis falcinellus/chihi,Glossy/White-faced Ibis,0.0,3,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Sporophila corvina,Variable Seedeater,10.62,117,NA,NA,NA,NA,NA,NA,NA,-1.929312415,-0.09950748599999999,-0.472271285,0.672485633,0.164423555,-0.03530563,-0.166065989,-0.07050782900000001,-0.005287319,-0.630461773,-0.7180401209999999,-0.16390016599999999,0.10868333699999999,Neotropic,Herbivore,Granivore,Granivore arboreal
Amazilia yucatanensis,Buff-bellied Hummingbird,3.89,104,NA,NA,NA,NA,NA,NA,NA,-3.173490727,-1.322420455,0.5196046320000001,-0.46030836299999994,-0.52317293,0.016034948,0.069380966,-0.21842542399999998,0.040060681,-0.671064006,1.075587247,0.14137679999999997,0.12181328699999999,Neotropic,Herbivore,Nectarivore,Nectarivore aerial
Tilmatura dupontii,Sparkling-tailed Hummingbird,2.2,39,NA,NA,NA,NA,NA,NA,NA,-4.437858961,-1.01955737,0.698058326,-0.557583843,-0.861357866,-0.389319061,-0.16859206399999999,-0.24260663300000002,-0.083357262,-1.6363755169999998,1.192092324,-0.092795799,0.18907164199999998,Neotropic,Herbivore,Nectarivore,Nectarivore aerial
Progne subis,Purple Martin,53.79,63,NA,NA,NA,NA,NA,NA,NA,-0.174664929,0.32856641600000003,-0.137742917,0.075029442,-0.595518649,0.238250254,0.153318538,-0.074650016,0.001347325,-0.400697488,-0.241962693,0.218357517,0.002091238,Nearctic,Carnivore,Invertivore,Invertivore aerial
Celeus castaneus,Chestnut-colored Woodpecker,85.59,33,NA,NA,NA,NA,NA,NA,NA,0.801960239,-0.277048637,-0.02422823,0.078822926,-0.12064429,0.071346535,0.091225181,0.09963024,-0.07182519,0.605100792,0.011546013,0.11100330900000001,0.10151669099999999,Neotropic,Carnivore,Invertivore,Invertivore bark
Glaucidium sp.,Glaucidium sp.,0.0,18,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Calidris melanotos,Pectoral Sandpiper,79.73,89,NA,NA,NA,NA,NA,NA,NA,0.303985997,-0.192234867,0.974249118,-0.324720136,-0.137968469,0.09415591,-0.22763951100000002,-0.130976951,-0.104170409,0.08444947400000001,0.8850025420000001,-0.205771125,0.06957814400000001,Nearctic,Carnivore,Aquatic predator,Aquatic ground
Coccothraustes abeillei,Hooded Grosbeak,48.5,28,NA,NA,NA,NA,NA,NA,NA,0.345426325,-0.658601283,-0.422935116,0.64488749,-0.002698468,0.032931519,0.000640709,-0.113242765,0.065171829,0.904767885,-0.548548546,0.021023075,0.062078124000000005,Neotropic,Herbivore,Omnivore,
Xiphocolaptes promeropirhynchus,Strong-billed Woodcreeper,93.04,250,NA,NA,NA,NA,NA,NA,NA,1.509304706,-0.942960658,-0.061578207999999995,-0.421351662,0.25154072899999996,-0.065863164,-0.021960552,0.082329616,0.038552277999999995,1.4666287269999998,0.516369761,-0.037560677,0.03579307,Neotropic,Carnivore,Invertivore,Invertivore bark
Busarellus nigricollis,Black-collared Hawk,766.14,4,NA,NA,NA,NA,NA,NA,NA,3.952398154,0.339009261,-0.327851826,-0.220143239,0.196448037,0.318445657,-0.028342977999999998,0.008065974,-0.037313848999999996,1.661921756,-0.225205422,-0.024050456,-0.011651594,Neotropic,Carnivore,Aquatic predator,Aquatic perch
Dendrocygna bicolor,Fulvous Whistling-Duck,756.37,82,NA,NA,NA,NA,NA,NA,NA,3.377987848,-0.234732195,0.613103967,0.764500133,-0.072204394,0.40027275,0.31879273199999997,0.084570646,-0.070918259,1.874088942,-0.123834289,0.339553867,0.04231942,Afrotropic,Herbivore,Omnivore,
Vireo sp.,vireo sp.,0.0,75,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Vireo philadelphicus,Philadelphia Vireo,11.5,33,NA,NA,NA,NA,NA,NA,NA,-1.9922994680000001,0.21238618199999998,-0.11798239099999999,0.010012518,0.061985665999999995,0.025828166,0.0019512029999999999,-0.050537486,0.052073712,-1.104490177,-0.117159457,-0.001165059,-0.035412813,Nearctic,Carnivore,Invertivore,Invertivore glean arboreal
Setophaga sp.,Setophaga sp.,0.0,17,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Clibanornis rubiginosus,Ruddy Foliage-gleaner,0.0,161,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Setophaga castanea,Bay-breasted Warbler,0.0,2,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Manacus candei,White-collared Manakin,19.82,50,NA,NA,NA,NA,NA,NA,NA,-1.5981755469999999,0.322814345,0.254113364,0.49543365799999994,0.173383284,-0.038406274,0.07801935900000001,-0.023482496000000002,-0.01073146,-0.952220431,-0.254615559,0.053464595,-0.026104437,Neotropic,Herbivore,Frugivore,Fugivore aerial
Scolopacidae sp. (large shorebird sp.),large shorebird sp.,0.0,17,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Coccyzus erythropthalmus,Black-billed Cuckoo,50.9,11,NA,NA,NA,NA,NA,NA,NA,0.37095322799999997,-0.204905492,-0.342210458,-0.541333913,-0.074610415,-0.146356994,0.015779339,-0.12757388,0.000262215,0.284588389,0.20146699399999998,0.026410125,0.007140909,Nearctic,Carnivore,Invertivore,Invertivore glean arboreal
Podicipedidae sp.,grebe sp.,0.0,8,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Geothlypis formosa,Kentucky Warbler,0.0,74,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Icterus chrysater,Yellow-backed Oriole,53.4,11,NA,NA,NA,NA,NA,NA,NA,0.277105265,-0.223492093,-0.184485807,-0.008921491,0.139275603,-0.21475945100000002,-0.078970894,-0.006424778000000001,-0.047727785,0.35583583700000004,-0.049276772999999996,-0.094849205,0.05991130000000001,Neotropic,Omnivore,Omnivore,
Numenius americanus,Long-billed Curlew,583.86,67,NA,NA,NA,NA,NA,NA,NA,3.729224279,-1.260240527,1.493988766,-0.97907485,0.495208176,0.18441675,0.068127441,-0.16479811800000002,-0.088688635,2.515244925,1.925327,0.047718015,0.036308171,Nearctic,Carnivore,Omnivore,
Accipiter striatus/cooperii,Sharp-shinned/Cooper's Hawk,0.0,21,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Penelopina nigra,Highland Guan,889.99,1,NA,NA,NA,NA,NA,NA,NA,3.43322046,1.15494931,-0.130132184,-0.41665498799999995,0.040994583,-0.34084961,0.03129375,0.147963302,-0.038645692,0.6444706379999999,-0.17293702,-0.027524173,-0.202441283,Neotropic,Herbivore,Frugivore,Fugivore glean
Vireo leucophrys,Brown-capped Vireo,12.3,107,NA,NA,NA,NA,NA,NA,NA,-1.828814971,0.093341293,-0.125488604,-0.014082006999999999,0.10314513199999999,0.038453024,-0.012070956,0.040453086,0.028617023999999998,-0.93263044,-0.061461558,-0.017429882,0.004168509,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Geotrygon/Leptotrygon/Zentrygon sp.,quail-dove sp.,0.0,6,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Legatus leucophaius,Piratic Flycatcher,22.2,144,NA,NA,NA,NA,NA,NA,NA,-1.179613367,0.115931895,-0.25756550699999997,0.279403603,-0.206279615,0.06908968,0.27554011100000003,0.042106421,-0.034488706,-0.6112835320000001,-0.364837584,0.29979111199999997,0.05480707,Neotropic,Herbivore,Frugivore,Fugivore glean
Sclerurus mexicanus,Tawny-throated Leaftosser,25.1,59,NA,NA,NA,NA,NA,NA,NA,-0.78788468,-0.346525387,0.38818672600000004,-0.383402552,0.19151728199999998,0.08311268599999999,-0.046766073,0.150960197,-0.074936665,-0.21389127300000002,0.651646373,-0.054033805,0.102651429,Neotropic,Carnivore,Invertivore,Invertivore ground
Pharomachrus mocinno,Resplendent Quetzal,202.46,1,NA,NA,NA,NA,NA,NA,NA,1.877582642,0.32556438,-0.9380572079999999,-0.408992736,-0.702595121,-0.492630791,0.077787644,0.026503803,0.120156601,0.601345275,-0.436297216,0.092332129,-0.17791210699999999,Neotropic,Herbivore,Frugivore,Fugivore aerial
Phalaropus tricolor,Wilson's Phalarope,0.0,137,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Dendrocolaptinae sp.,woodcreeper sp.,0.0,27,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Botaurus lentiginosus,American Bittern,706.0,16,NA,NA,NA,NA,NA,NA,NA,3.783960144,-0.503937222,0.817127985,-0.136135893,0.49662193600000004,0.315686648,-0.019910865,-0.048707285,-0.033288,2.178438577,0.689586534,-0.042873342,-0.006089329,Nearctic,Carnivore,Aquatic predator,Aquatic ground
Anatinae sp.,duck sp.,0.0,46,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Hylorchilus navai,Nava's Wren,29.3,68,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Catharus minimus,Gray-cheeked Thrush,31.58,3,NA,NA,NA,NA,NA,NA,NA,-0.6862585940000001,0.419627701,0.07192004,-0.172720021,0.194696852,0.090836414,0.153035136,-0.106937226,-0.008251524,-0.6880130529999999,0.042942256,0.140629779,-0.054361933,Nearctic,Carnivore,Invertivore,Invertivore ground
Mionectes oleagineus,Ochre-bellied Flycatcher,11.17,125,NA,NA,NA,NA,NA,NA,NA,-2.0180896930000003,0.052121117,-0.101743785,0.072978686,0.005947645,0.065111157,0.124612185,0.052975478,-0.029585251,-0.996999627,-0.08745610599999999,0.132548367,0.062652791,Neotropic,Herbivore,Frugivore,Fugivore aerial
Setophaga fusca,Blackburnian Warbler,0.0,51,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Larinae sp.,gull sp.,0.0,33,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Bartramia longicauda,Upland Sandpiper,158.92,49,NA,NA,NA,NA,NA,NA,NA,1.09021377,0.40397718,1.032415413,-0.6671000260000001,0.10542657,-0.028075617999999997,-0.033397792,-0.233446255,-0.184575933,-0.06780528200000001,0.9635643979999999,-0.044694867,0.004539506,Nearctic,Carnivore,Invertivore,Invertivore ground
Psiloscops flammeolus,Flammulated Owl,0.0,77,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Campylopterus excellens,Long-tailed Sabrewing,6.0,46,NA,NA,NA,NA,NA,NA,NA,-2.241924924,-1.506704157,0.027081816,-0.639163782,-0.49008321200000005,-0.118054462,0.035593119,-0.140981038,0.07023188400000001,-0.03260956,0.9339229109999999,0.09969610400000001,0.120476946,Neotropic,Herbivore,Nectarivore,Nectarivore aerial
Empidonax hammondii/oberholseri,Hammond's/Dusky Flycatcher,0.0,34,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Tyrannus tyrannus,Eastern Kingbird,39.85,125,NA,NA,NA,NA,NA,NA,NA,-0.060822565,-0.293483012,-0.300379025,0.013189393999999998,-0.161824595,0.109672867,0.221443943,-0.021284445,-0.031085803,0.230541544,-0.112697534,0.255243173,0.086146059,Nearctic,Carnivore,Invertivore,Generalist
Corvus sp. (raven sp.),raven sp.,0.0,10,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Tyrannus savana,Fork-tailed Flycatcher,31.9,65,NA,NA,NA,NA,NA,NA,NA,-0.279134634,-0.008476751,-0.83203161,-0.5296125429999999,-0.22585813100000002,-0.39026928899999996,0.242485891,-0.031528947,-0.048259822,-0.154019546,-0.148948492,0.24998777100000003,0.033057312,Neotropic,Carnivore,Invertivore,Invertivore sally air
Setophaga townsendi x occidentalis,Townsend's x Hermit Warbler (hybrid),0.0,44,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Calidris pusilla,Semipalmated Sandpiper,27.5,172,NA,NA,NA,NA,NA,NA,NA,-0.995006961,-0.212207426,0.755377115,-0.132523223,-0.033749628999999996,0.172188043,-0.28783131,-0.215133855,-0.105866864,-0.441828867,0.628983349,-0.257252003,0.12702102199999998,Nearctic,Carnivore,Aquatic predator,Aquatic ground
Streptopelia decaocto,Eurasian Collared-Dove,148.96,745,NA,NA,NA,NA,NA,NA,NA,0.858505002,0.930692167,0.110576164,-0.5564682989999999,-0.576317348,-0.071444165,-0.010269022,0.14002631599999998,0.057974429,-0.55552844,0.186511695,-3.0799999999999996e-05,-0.196551067,Palearctic,Herbivore,Omnivore,
Aegolius acadicus,Northern Saw-whet Owl,100.69,35,NA,NA,NA,NA,NA,NA,NA,0.774605675,0.330547219,-0.338353181,0.495191256,-0.21440093699999999,0.075173058,-0.14908316300000002,0.01959499,0.046831274000000006,0.22050277100000001,-0.6743531620000001,-0.131538143,-0.028391651,Nearctic,Carnivore,Vertivore,Vertivore perch
Sula dactylatra/granti,Masked/Nazca Booby,0.0,45,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Spizaetus melanoleucus,Black-and-white Hawk-Eagle,850.0,15,NA,NA,NA,NA,NA,NA,NA,4.0734384839999995,0.442148935,-0.531697492,-0.25936245199999997,0.104099855,0.138774147,-0.12061288,-0.03599291,0.013107666,1.6501650559999999,-0.36658101600000004,-0.12243807,-0.07370692,Neotropic,Carnivore,Vertivore,Vertivore air to surface
Geothlypis sp. (yellowthroat sp.),yellowthroat sp.,0.0,1,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Passerina sp.,Passerina sp.,0.0,69,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
