scientific name,eBird species group
Megapodius cumingii gilbertii,Megapodes
Megapodius cumingii talautensis,Megapodes
Megapodius cumingii sanghirensis,Megapodes
Megapodius bernsteinii,Megapodes
Megapodius tenimberensis,Megapodes
Megapodius freycinet,Megapodes
Megapodius freycinet quoyii,Megapodes
Megapodius freycinet freycinet,Megapodes
Megapodius freycinet oustaleti,Megapodes
Megapodius geelvinkianus,Megapodes
Megapodius forsteni,Megapodes
Megapodius forsteni forsteni,Megapodes
Megapodius forsteni buruensis,Megapodes
Megapodius eremita,Megapodes
Megapodius layardi,Megapodes
Megapodius decollatus,Megapodes
Megapodius reinwardt,Megapodes
Megapodius reinwardt reinwardt,Megapodes
Megapodius reinwardt macgillivrayi,Megapodes
Megapodius reinwardt tumulus,Megapodes
Megapodius reinwardt yorki,Megapodes
Megapodius reinwardt castanonotus,Megapodes
Ortalis vetula,"Chachalacas, Guans, and Curassows"
Ortalis vetula mccalli,"Chachalacas, Guans, and Curassows"
Ortalis vetula vetula,"Chachalacas, Guans, and Curassows"
Ortalis vetula pallidiventris,"Chachalacas, Guans, and Curassows"
Ortalis vetula deschauenseei,"Chachalacas, Guans, and Curassows"
Ortalis cinereiceps,"Chachalacas, Guans, and Curassows"
Ortalis garrula,"Chachalacas, Guans, and Curassows"
Ortalis ruficauda,"Chachalacas, Guans, and Curassows"
Ortalis ruficauda ruficrissa,"Chachalacas, Guans, and Curassows"
Ortalis ruficauda ruficauda,"Chachalacas, Guans, and Curassows"
Ortalis erythroptera,"Chachalacas, Guans, and Curassows"
Ortalis wagleri,"Chachalacas, Guans, and Curassows"
Ortalis poliocephala,"Chachalacas, Guans, and Curassows"
Ortalis canicollis,"Chachalacas, Guans, and Curassows"
Ortalis canicollis canicollis,"Chachalacas, Guans, and Curassows"
Ortalis canicollis pantanalensis,"Chachalacas, Guans, and Curassows"
Ortalis leucogastra,"Chachalacas, Guans, and Curassows"
Ortalis columbiana,"Chachalacas, Guans, and Curassows"
Ortalis guttata,"Chachalacas, Guans, and Curassows"
Ortalis guttata guttata/subaffinis,"Chachalacas, Guans, and Curassows"
Ortalis guttata guttata,"Chachalacas, Guans, and Curassows"
Ortalis guttata subaffinis,"Chachalacas, Guans, and Curassows"
Ortalis guttata remota,"Chachalacas, Guans, and Curassows"
Ortalis araucuan,"Chachalacas, Guans, and Curassows"
Ortalis squamata,"Chachalacas, Guans, and Curassows"
Ortalis motmot,"Chachalacas, Guans, and Curassows"
Ortalis motmot motmot,"Chachalacas, Guans, and Curassows"
Ortalis motmot ruficeps,"Chachalacas, Guans, and Curassows"
Ortalis superciliaris,"Chachalacas, Guans, and Curassows"
Ortalis sp.,"Chachalacas, Guans, and Curassows"
Penelope argyrotis,"Chachalacas, Guans, and Curassows"
Penelope argyrotis albicauda,"Chachalacas, Guans, and Curassows"
Penelope argyrotis colombiana,"Chachalacas, Guans, and Curassows"
Penelope argyrotis argyrotis,"Chachalacas, Guans, and Curassows"
Penelope barbata,"Chachalacas, Guans, and Curassows"
Penelope ortoni,"Chachalacas, Guans, and Curassows"
Penelope montagnii,"Chachalacas, Guans, and Curassows"
Penelope montagnii montagnii,"Chachalacas, Guans, and Curassows"
Penelope montagnii atrogularis,"Chachalacas, Guans, and Curassows"
Penelope montagnii brooki,"Chachalacas, Guans, and Curassows"
Penelope montagnii plumosa,"Chachalacas, Guans, and Curassows"
Penelope montagnii sclateri,"Chachalacas, Guans, and Curassows"
Penelope marail,"Chachalacas, Guans, and Curassows"
Penelope marail marail,"Chachalacas, Guans, and Curassows"
Penelope marail jacupeba,"Chachalacas, Guans, and Curassows"
Penelope superciliaris,"Chachalacas, Guans, and Curassows"
Penelope superciliaris superciliaris,"Chachalacas, Guans, and Curassows"
Penelope superciliaris jacupemba,"Chachalacas, Guans, and Curassows"
Penelope superciliaris major,"Chachalacas, Guans, and Curassows"
Penelope dabbenei,"Chachalacas, Guans, and Curassows"
Penelope jacquacu,"Chachalacas, Guans, and Curassows"
Penelope jacquacu granti,"Chachalacas, Guans, and Curassows"
Penelope jacquacu [jacquacu Group],"Chachalacas, Guans, and Curassows"
Penelope jacquacu orienticola,"Chachalacas, Guans, and Curassows"
Penelope jacquacu jacquacu,"Chachalacas, Guans, and Curassows"
Penelope jacquacu speciosa,"Chachalacas, Guans, and Curassows"
Penelope marail/jacquacu,"Chachalacas, Guans, and Curassows"
Penelope purpurascens,"Chachalacas, Guans, and Curassows"
Penelope purpurascens purpurascens,"Chachalacas, Guans, and Curassows"
Penelope purpurascens aequatorialis,"Chachalacas, Guans, and Curassows"
Penelope purpurascens brunnescens,"Chachalacas, Guans, and Curassows"
Penelope perspicax,"Chachalacas, Guans, and Curassows"
Penelope albipennis,"Chachalacas, Guans, and Curassows"
Penelope obscura,"Chachalacas, Guans, and Curassows"
Penelope obscura obscura/bronzina,"Chachalacas, Guans, and Curassows"
Penelope obscura bronzina,"Chachalacas, Guans, and Curassows"
Penelope obscura obscura,"Chachalacas, Guans, and Curassows"
Penelope obscura bridgesi,"Chachalacas, Guans, and Curassows"
Penelope pileata,"Chachalacas, Guans, and Curassows"
Penelope ochrogaster,"Chachalacas, Guans, and Curassows"
Penelope jacucaca,"Chachalacas, Guans, and Curassows"
Penelope sp.,"Chachalacas, Guans, and Curassows"
Pipile pipile,"Chachalacas, Guans, and Curassows"
Pipile cumanensis,"Chachalacas, Guans, and Curassows"
Pipile cumanensis cumanensis,"Chachalacas, Guans, and Curassows"
Pipile cumanensis grayi,"Chachalacas, Guans, and Curassows"
Pipile cujubi,"Chachalacas, Guans, and Curassows"
Pipile cujubi cujubi,"Chachalacas, Guans, and Curassows"
Pipile cujubi nattereri,"Chachalacas, Guans, and Curassows"
Pipile cumanensis/cujubi,"Chachalacas, Guans, and Curassows"
Pipile jacutinga,"Chachalacas, Guans, and Curassows"
Aburria aburri,"Chachalacas, Guans, and Curassows"
Chamaepetes unicolor,"Chachalacas, Guans, and Curassows"
Chamaepetes goudotii,"Chachalacas, Guans, and Curassows"
Chamaepetes goudotii goudotii,"Chachalacas, Guans, and Curassows"
Chamaepetes goudotii sanctaemarthae,"Chachalacas, Guans, and Curassows"
Chamaepetes goudotii fagani,"Chachalacas, Guans, and Curassows"
Chamaepetes goudotii tschudii,"Chachalacas, Guans, and Curassows"
Chamaepetes goudotii rufiventris,"Chachalacas, Guans, and Curassows"
Penelopina nigra,"Chachalacas, Guans, and Curassows"
Oreophasis derbianus,"Chachalacas, Guans, and Curassows"
Nothocrax urumutum,"Chachalacas, Guans, and Curassows"
Mitu tomentosum,"Chachalacas, Guans, and Curassows"
Mitu salvini,"Chachalacas, Guans, and Curassows"
Mitu tuberosum,"Chachalacas, Guans, and Curassows"
Mitu mitu,"Chachalacas, Guans, and Curassows"
Pauxi pauxi,"Chachalacas, Guans, and Curassows"
Pauxi pauxi pauxi,"Chachalacas, Guans, and Curassows"
Pauxi pauxi gilliardi,"Chachalacas, Guans, and Curassows"
Pauxi koepckeae,"Chachalacas, Guans, and Curassows"
Pauxi unicornis,"Chachalacas, Guans, and Curassows"
Crax rubra,"Chachalacas, Guans, and Curassows"
Crax rubra rubra,"Chachalacas, Guans, and Curassows"
Crax rubra griscomi,"Chachalacas, Guans, and Curassows"
Crax alberti,"Chachalacas, Guans, and Curassows"
Crax daubentoni,"Chachalacas, Guans, and Curassows"
Crax alector,"Chachalacas, Guans, and Curassows"
Crax alector erythrognatha,"Chachalacas, Guans, and Curassows"
Crax alector alector,"Chachalacas, Guans, and Curassows"
Crax globulosa,"Chachalacas, Guans, and Curassows"
Crax fasciolata,"Chachalacas, Guans, and Curassows"
Crax fasciolata pinima,"Chachalacas, Guans, and Curassows"
Crax fasciolata fasciolata/grayi,"Chachalacas, Guans, and Curassows"
Crax fasciolata fasciolata,"Chachalacas, Guans, and Curassows"
Crax fasciolata grayi,"Chachalacas, Guans, and Curassows"
Crax blumenbachii,"Chachalacas, Guans, and Curassows"
Cracidae sp. (curassow sp.),"Chachalacas, Guans, and Curassows"
Cracidae sp.,"Chachalacas, Guans, and Curassows"
Numida meleagris,"Grouse, Quail, and Allies"
Numida meleagris sabyi,"Grouse, Quail, and Allies"
Numida meleagris galeatus,"Grouse, Quail, and Allies"
Numida meleagris meleagris/somaliensis,"Grouse, Quail, and Allies"
Numida meleagris meleagris,"Grouse, Quail, and Allies"
Numida meleagris somaliensis,"Grouse, Quail, and Allies"
Numida meleagris reichenowi,"Grouse, Quail, and Allies"
Numida meleagris [mitratus Group],"Grouse, Quail, and Allies"
Numida meleagris mitratus,"Grouse, Quail, and Allies"
Numida meleagris marungensis,"Grouse, Quail, and Allies"
Numida meleagris papillosus,"Grouse, Quail, and Allies"
Numida meleagris coronatus,"Grouse, Quail, and Allies"
Numida meleagris (Domestic type),"Grouse, Quail, and Allies"
Agelastes meleagrides,"Grouse, Quail, and Allies"
Agelastes niger,"Grouse, Quail, and Allies"
Acryllium vulturinum,"Grouse, Quail, and Allies"
Guttera plumifera,"Grouse, Quail, and Allies"
Guttera plumifera plumifera,"Grouse, Quail, and Allies"
Guttera plumifera schubotzi,"Grouse, Quail, and Allies"
Guttera pucherani,"Grouse, Quail, and Allies"
Guttera pucherani pucherani,"Grouse, Quail, and Allies"
Guttera pucherani verreauxi/sclateri,"Grouse, Quail, and Allies"
Guttera pucherani sclateri,"Grouse, Quail, and Allies"
Guttera pucherani verreauxi,"Grouse, Quail, and Allies"
Guttera pucherani edouardi/barbata,"Grouse, Quail, and Allies"
Guttera pucherani barbata,"Grouse, Quail, and Allies"
Guttera pucherani edouardi,"Grouse, Quail, and Allies"
Ptilopachus petrosus,"Grouse, Quail, and Allies"
Ptilopachus petrosus petrosus,"Grouse, Quail, and Allies"
Ptilopachus petrosus major,"Grouse, Quail, and Allies"
Ptilopachus nahani,"Grouse, Quail, and Allies"
Rhynchortyx cinctus,"Grouse, Quail, and Allies"
Rhynchortyx cinctus pudibundus,"Grouse, Quail, and Allies"
Rhynchortyx cinctus cinctus,"Grouse, Quail, and Allies"
Rhynchortyx cinctus australis,"Grouse, Quail, and Allies"
Oreortyx pictus,"Grouse, Quail, and Allies"
Dendrortyx barbatus,"Grouse, Quail, and Allies"
Dendrortyx macroura,"Grouse, Quail, and Allies"
Dendrortyx macroura macroura,"Grouse, Quail, and Allies"
Dendrortyx macroura diversus,"Grouse, Quail, and Allies"
Dendrortyx macroura griseipectus,"Grouse, Quail, and Allies"
Dendrortyx macroura striatus,"Grouse, Quail, and Allies"
Dendrortyx macroura inesperatus,"Grouse, Quail, and Allies"
Dendrortyx macroura oaxacae,"Grouse, Quail, and Allies"
Dendrortyx leucophrys,"Grouse, Quail, and Allies"
Dendrortyx leucophrys leucophrys,"Grouse, Quail, and Allies"
Dendrortyx leucophrys hypospodius,"Grouse, Quail, and Allies"
Philortyx fasciatus,"Grouse, Quail, and Allies"
Colinus virginianus,"Grouse, Quail, and Allies"
Colinus virginianus [virginianus Group],"Grouse, Quail, and Allies"
Colinus virginianus marilandicus,"Grouse, Quail, and Allies"
Colinus virginianus virginianus,"Grouse, Quail, and Allies"
Colinus virginianus floridanus,"Grouse, Quail, and Allies"
Colinus virginianus cubanensis,"Grouse, Quail, and Allies"
Colinus virginianus mexicanus,"Grouse, Quail, and Allies"
Colinus virginianus taylori,"Grouse, Quail, and Allies"
Colinus virginianus texanus,"Grouse, Quail, and Allies"
Colinus virginianus aridus,"Grouse, Quail, and Allies"
Colinus virginianus maculatus,"Grouse, Quail, and Allies"
Colinus virginianus graysoni/nigripectus,"Grouse, Quail, and Allies"
Colinus virginianus graysoni,"Grouse, Quail, and Allies"
Colinus virginianus nigripectus,"Grouse, Quail, and Allies"
Colinus virginianus [pectoralis Group],"Grouse, Quail, and Allies"
Colinus virginianus pectoralis,"Grouse, Quail, and Allies"
Colinus virginianus godmani,"Grouse, Quail, and Allies"
Colinus virginianus minor,"Grouse, Quail, and Allies"
Colinus virginianus thayeri,"Grouse, Quail, and Allies"
Colinus virginianus [coyoleos Group],"Grouse, Quail, and Allies"
Colinus virginianus ridgwayi,"Grouse, Quail, and Allies"
Colinus virginianus atriceps,"Grouse, Quail, and Allies"
Colinus virginianus harrisoni,"Grouse, Quail, and Allies"
Colinus virginianus coyoleos,"Grouse, Quail, and Allies"
Colinus virginianus salvini,"Grouse, Quail, and Allies"
Colinus virginianus insignis,"Grouse, Quail, and Allies"
Colinus nigrogularis,"Grouse, Quail, and Allies"
Colinus nigrogularis persiccus,"Grouse, Quail, and Allies"
Colinus nigrogularis caboti,"Grouse, Quail, and Allies"
Colinus nigrogularis nigrogularis,"Grouse, Quail, and Allies"
Colinus nigrogularis segoviensis,"Grouse, Quail, and Allies"
Colinus cristatus,"Grouse, Quail, and Allies"
Colinus cristatus [leucopogon Group],"Grouse, Quail, and Allies"
Colinus cristatus incanus,"Grouse, Quail, and Allies"
Colinus cristatus hypoleucus,"Grouse, Quail, and Allies"
Colinus cristatus leucopogon,"Grouse, Quail, and Allies"
Colinus cristatus leylandi,"Grouse, Quail, and Allies"
Colinus cristatus sclateri,"Grouse, Quail, and Allies"
Colinus cristatus dickeyi,"Grouse, Quail, and Allies"
Colinus cristatus [cristatus Group],"Grouse, Quail, and Allies"
Colinus cristatus mariae,"Grouse, Quail, and Allies"
Colinus cristatus panamensis,"Grouse, Quail, and Allies"
Colinus cristatus decoratus,"Grouse, Quail, and Allies"
Colinus cristatus cristatus,"Grouse, Quail, and Allies"
Colinus cristatus continentis,"Grouse, Quail, and Allies"
Colinus cristatus littoralis,"Grouse, Quail, and Allies"
Colinus cristatus badius,"Grouse, Quail, and Allies"
Colinus cristatus leucotis,"Grouse, Quail, and Allies"
Colinus cristatus bogotensis,"Grouse, Quail, and Allies"
Colinus cristatus parvicristatus,"Grouse, Quail, and Allies"
Colinus cristatus horvathi,"Grouse, Quail, and Allies"
Colinus cristatus barnesi,"Grouse, Quail, and Allies"
Colinus cristatus mocquerysi,"Grouse, Quail, and Allies"
Colinus cristatus sonnini,"Grouse, Quail, and Allies"
Callipepla squamata,"Grouse, Quail, and Allies"
Callipepla squamata hargravei,"Grouse, Quail, and Allies"
Callipepla squamata pallida,"Grouse, Quail, and Allies"
Callipepla squamata squamata,"Grouse, Quail, and Allies"
Callipepla squamata castanogastris,"Grouse, Quail, and Allies"
Colinus virginianus x Callipepla squamata,"Grouse, Quail, and Allies"
Callipepla douglasii,"Grouse, Quail, and Allies"
Callipepla douglasii bensoni,"Grouse, Quail, and Allies"
Callipepla douglasii languens,"Grouse, Quail, and Allies"
Callipepla douglasii douglasii,"Grouse, Quail, and Allies"
Callipepla douglasii impedita,"Grouse, Quail, and Allies"
Callipepla douglasii teres,"Grouse, Quail, and Allies"
Callipepla californica,"Grouse, Quail, and Allies"
Callipepla californica californica,"Grouse, Quail, and Allies"
Callipepla californica orecta,"Grouse, Quail, and Allies"
Callipepla californica brunnescens,"Grouse, Quail, and Allies"
Callipepla californica catalinensis,"Grouse, Quail, and Allies"
Callipepla californica canfieldae,"Grouse, Quail, and Allies"
Callipepla californica plumbea,"Grouse, Quail, and Allies"
Callipepla californica decolorata,"Grouse, Quail, and Allies"
Callipepla californica achrustera,"Grouse, Quail, and Allies"
Callipepla squamata x californica,"Grouse, Quail, and Allies"
Callipepla gambelii,"Grouse, Quail, and Allies"
Callipepla gambelii gambelii,"Grouse, Quail, and Allies"
Callipepla gambelii sana,"Grouse, Quail, and Allies"
Callipepla gambelii ignoscens,"Grouse, Quail, and Allies"
Callipepla gambelii pembertoni,"Grouse, Quail, and Allies"
Callipepla gambelii fulvipectus,"Grouse, Quail, and Allies"
Callipepla gambelii stephensi,"Grouse, Quail, and Allies"
Callipepla gambelii friedmanni,"Grouse, Quail, and Allies"
Callipepla squamata x gambelii,"Grouse, Quail, and Allies"
Callipepla californica x gambelii,"Grouse, Quail, and Allies"
Callipepla californica/gambelii,"Grouse, Quail, and Allies"
Cyrtonyx montezumae,"Grouse, Quail, and Allies"
Cyrtonyx montezumae [montezumae Group],"Grouse, Quail, and Allies"
Cyrtonyx montezumae mearnsi,"Grouse, Quail, and Allies"
Cyrtonyx montezumae montezumae,"Grouse, Quail, and Allies"
Cyrtonyx montezumae merriami,"Grouse, Quail, and Allies"
Cyrtonyx montezumae sallei/rowleyi,"Grouse, Quail, and Allies"
Cyrtonyx montezumae sallei,"Grouse, Quail, and Allies"
Cyrtonyx montezumae rowleyi,"Grouse, Quail, and Allies"
Cyrtonyx ocellatus,"Grouse, Quail, and Allies"
Dactylortyx thoracicus,"Grouse, Quail, and Allies"
Dactylortyx thoracicus pettingilli,"Grouse, Quail, and Allies"
Dactylortyx thoracicus thoracicus,"Grouse, Quail, and Allies"
Dactylortyx thoracicus devius,"Grouse, Quail, and Allies"
Dactylortyx thoracicus melodus,"Grouse, Quail, and Allies"
Dactylortyx thoracicus ginetensis,"Grouse, Quail, and Allies"
Dactylortyx thoracicus edwardsi,"Grouse, Quail, and Allies"
Dactylortyx thoracicus chiapensis,"Grouse, Quail, and Allies"
Dactylortyx thoracicus moorei,"Grouse, Quail, and Allies"
Dactylortyx thoracicus dolichonyx,"Grouse, Quail, and Allies"
Dactylortyx thoracicus sharpei,"Grouse, Quail, and Allies"
Dactylortyx thoracicus paynteri,"Grouse, Quail, and Allies"
Dactylortyx thoracicus calophonus,"Grouse, Quail, and Allies"
Dactylortyx thoracicus salvadoranus,"Grouse, Quail, and Allies"
Dactylortyx thoracicus taylori,"Grouse, Quail, and Allies"
Dactylortyx thoracicus fuscus,"Grouse, Quail, and Allies"
Dactylortyx thoracicus rufescens,"Grouse, Quail, and Allies"
Dactylortyx thoracicus conoveri,"Grouse, Quail, and Allies"
Odontophorus gujanensis,"Grouse, Quail, and Allies"
Odontophorus gujanensis castigatus,"Grouse, Quail, and Allies"
Odontophorus gujanensis marmoratus,"Grouse, Quail, and Allies"
Odontophorus gujanensis gujanensis,"Grouse, Quail, and Allies"
Odontophorus gujanensis medius,"Grouse, Quail, and Allies"
Odontophorus gujanensis buckleyi,"Grouse, Quail, and Allies"
Odontophorus gujanensis rufogularis,"Grouse, Quail, and Allies"
Odontophorus gujanensis pachyrhynchus,"Grouse, Quail, and Allies"
Odontophorus gujanensis simonsi,"Grouse, Quail, and Allies"
Odontophorus capueira,"Grouse, Quail, and Allies"
Odontophorus capueira plumbeicollis,"Grouse, Quail, and Allies"
Odontophorus capueira capueira,"Grouse, Quail, and Allies"
Odontophorus melanotis,"Grouse, Quail, and Allies"
Odontophorus melanotis verecundus,"Grouse, Quail, and Allies"
Odontophorus melanotis melanotis,"Grouse, Quail, and Allies"
Odontophorus atrifrons,"Grouse, Quail, and Allies"
Odontophorus atrifrons atrifrons,"Grouse, Quail, and Allies"
Odontophorus atrifrons variegatus,"Grouse, Quail, and Allies"
Odontophorus atrifrons navai,"Grouse, Quail, and Allies"
Odontophorus erythrops,"Grouse, Quail, and Allies"
Odontophorus erythrops parambae,"Grouse, Quail, and Allies"
Odontophorus erythrops erythrops,"Grouse, Quail, and Allies"
Odontophorus hyperythrus,"Grouse, Quail, and Allies"
Odontophorus melanonotus,"Grouse, Quail, and Allies"
Odontophorus speciosus,"Grouse, Quail, and Allies"
Odontophorus speciosus soderstromii,"Grouse, Quail, and Allies"
Odontophorus speciosus speciosus,"Grouse, Quail, and Allies"
Odontophorus speciosus loricatus,"Grouse, Quail, and Allies"
Odontophorus dialeucos,"Grouse, Quail, and Allies"
